id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R022453,2025-11-24,Al Reem,Arabian Ranches,25.05534,55.28927,villa,6BR_villa,6,5916,549.6,community,semi_furnished,True,3,Max,Red,254,15.84,yearly,12,173800,29,316
R022454,2023-03-22,Damac Hills,Damac Hills,25.02526,55.27163,apartment,4BR_penthouse,4,3093,287.4,marina,unfurnished,False,2,Sharaf DG,Red,139,19.12,yearly,12,80800,26,281
R022455,2023-06-09,Damac Hills 2,Damac Hills,24.96174,55.28054,villa,4BR_villa,4,4758,442.0,community,fully_furnished,False,4,Ibn Battuta,Red,237,26.19,short_term,4,75800,15,172
R022456,2025-09-03,Palm Jumeirah,Palm Jumeirah,25.10785,55.12871,apartment,2BR,2,1016,94.4,city,fully_furnished,True,1,Mall of the Emirates,Red,75,17.71,yearly,1,69900,68,741
R022457,2023-12-01,Sobha Hartland,MBR City,25.17219,55.28665,apartment,3BR,3,2024,188.0,park,unfurnished,False,2,First Abu Dhabi Bank,Red,102,3.04,yearly,2,80000,39,425
R022458,2023-02-05,The Springs,Emirates Living,25.0502,55.18205,villa,3BR_villa,3,3095,287.5,community,fully_furnished,True,2,Energy,Red,146,18.81,yearly,12,114900,37,399
R022459,2025-04-28,Al Reem,Arabian Ranches,25.03008,55.26435,villa,4BR_villa,4,3726,346.1,sea,fully_furnished,False,3,Union,Red,300,18.61,yearly,12,189700,50,548
R022460,2024-06-30,Damac Hills 2,Damac Hills,24.96033,55.2875,villa,4BR_villa,4,2914,270.8,community,unfurnished,False,2,BurJuman (G),Green,391,26.37,yearly,4,49600,17,183
R022461,2022-03-01,Majan,Dubailand,25.07114,55.2726,apartment,studio,0,419,38.9,pool,fully_furnished,True,1,Mashreq Bank,Red,141,14.02,yearly,4,5800,13,149
R022462,2022-02-06,Reem Mira,Reem,25.0426,55.25734,villa,3BR_villa,3,2582,239.8,city,semi_furnished,True,2,MRT-1,Red,167,17.28,yearly,1,58400,22,244
R022463,2024-08-02,Dubai Harbour,Dubai Marina,25.09518,55.13164,apartment,2BR,2,959,89.1,park,fully_furnished,True,1,Jebel Ali,Red,115,18.31,yearly,4,63800,66,716
R022464,2022-03-04,Al Nahda,Al Nahda,25.28846,55.38052,apartment,1BR,1,866,80.4,community,fully_furnished,True,2,Al Nahda (G),Green,6,14.73,short_term,6,10100,11,125
R022465,2025-01-12,Business Bay,Business Bay,25.19006,55.27372,apartment,2BR,2,1054,97.9,pool,fully_furnished,False,1,Al Karama,Red,102,0.8,yearly,12,43100,40,440
R022466,2024-10-06,Jumeirah Park,Emirates Living,25.04713,55.21509,villa,5BR_villa,5,4054,376.7,marina,fully_furnished,False,3,MRT-1,Red,54,17.72,yearly,2,205900,50,547
R022467,2023-09-05,Dubai Harbour,Dubai Marina,25.09311,55.16139,apartment,1BR,1,579,53.8,park,fully_furnished,False,1,Mashreq Bank,Red,30,16.23,yearly,4,39600,68,736
R022468,2024-03-13,Dubai Sports City,Dubai Sports City,25.02989,55.2142,apartment,studio,0,454,42.1,sea,fully_furnished,False,2,Sharaf DG,Red,100,19.57,yearly,4,8800,19,210
R022469,2024-09-14,Mira,Reem,25.02354,55.26664,villa,3BR_villa,3,2314,215.0,sea,fully_furnished,True,4,Al Jadaf,Green,255,19.33,yearly,1,60500,26,281
R022470,2024-02-15,Majan,Dubailand,25.06323,55.28678,apartment,1BR,1,779,72.4,pool,unfurnished,False,1,Al Nahda (G),Green,319,14.95,yearly,4,10300,13,142
R022471,2022-06-16,Mira,Reem,25.037,55.27301,villa,5BR_villa,5,4642,431.3,city,semi_furnished,True,3,Mall of the Emirates,Red,136,17.81,yearly,6,89700,19,208
R022472,2024-08-21,Bur Dubai,Bur Dubai,25.26409,55.29268,apartment,studio,0,594,55.1,pool,fully_furnished,True,1,Financial Centre,Red,65,7.66,yearly,6,14500,24,263
R022473,2024-10-16,Jumeirah 1,Jumeirah,25.23862,55.27706,apartment,1BR,1,658,61.1,city,fully_furnished,True,2,Al Qiyadah (G),Green,135,4.61,short_term,6,36900,56,604
R022474,2023-08-30,The Valley,Dubai-Al Ain Road,24.96698,55.48331,villa,4BR_villa,4,3511,326.2,community,fully_furnished,False,4,BurJuman (G),Green,451,33.14,yearly,12,77200,22,237
R022475,2023-08-11,Pearl Jumeira,Jumeirah,25.20564,55.24732,villa,6BR_villa,6,6028,560.1,city,semi_furnished,True,4,Emirates Towers,Red,47,2.88,yearly,6,629800,104,1125
R022476,2023-02-15,Jumeirah Village Circle,JVC,25.06467,55.22909,apartment,studio,0,536,49.8,community,unfurnished,True,1,Dubai Investment Park,Red,99,15.43,yearly,12,11100,20,222
R022477,2021-06-01,Jumeirah Bay Island,Jumeirah,25.2029,55.27937,apartment,4BR_penthouse,4,2870,266.6,pool,fully_furnished,False,2,Al Jafiliya,Red,60,0.81,yearly,12,216200,75,811
R022478,2023-09-15,Dubai Sports City,Dubai Sports City,25.05596,55.21652,apartment,1BR,1,548,51.0,community,semi_furnished,True,1,UAE Pavilion,Red,112,16.75,yearly,2,10600,19,209
R022479,2025-04-29,Sustainable City,Sustainable City,24.99304,55.26989,villa,5BR_villa,5,4950,459.8,pool,fully_furnished,True,3,Ibn Battuta,Red,219,22.71,yearly,1,151500,30,329
R022480,2023-06-11,Dubai Studio City,Dubai Studio City,25.04083,55.19684,apartment,3BR,3,1173,109.0,marina,fully_furnished,False,2,Union (G),Green,321,19.06,yearly,2,24500,20,225
R022481,2026-01-26,Green Community,DIP,24.99094,55.14998,villa,4BR_villa,4,3317,308.2,city,fully_furnished,True,4,Jumeirah Golf Estates,Red,33,26.13,short_term,6,106300,32,345
R022482,2021-02-17,Remraam,Dubailand,25.00337,55.23943,apartment,3BR,3,1463,136.0,pool,fully_furnished,True,1,MRT-1,Red,150,21.84,yearly,1,10700,7,79
R022483,2023-11-29,The Springs,Emirates Living,25.04564,55.17914,villa,5BR_villa,5,3458,321.3,community,fully_furnished,True,3,Discovery Gardens,Red,52,19.39,short_term,12,138300,40,430
R022484,2022-11-07,Al Reem,Arabian Ranches,25.06288,55.2463,villa,4BR_villa,4,3434,319.0,community,unfurnished,False,3,Union,Red,298,15.2,yearly,6,92600,27,290
R022485,2023-08-24,Al Barsha,Al Barsha,25.12039,55.18245,apartment,1BR,1,683,63.4,golf_course,unfurnished,True,1,Mall of the Emirates,Red,10,12.59,yearly,4,17000,24,267
R022486,2021-01-06,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12037,55.39446,apartment,1BR,1,618,57.4,marina,fully_furnished,True,1,Al Qiyadah,Red,236,14.8,yearly,12,6700,10,117
R022487,2021-06-22,DIFC,DIFC,25.20866,55.29249,apartment,studio,0,523,48.5,burj_khalifa,semi_furnished,False,1,Al Jafiliya,Red,34,2.22,yearly,12,34700,66,715
R022488,2023-11-09,Tilal Al Ghaf,Tilal Al Ghaf,25.00941,55.26481,villa,4BR_villa,4,3220,299.1,park,fully_furnished,True,3,Dubai Investment Park,Red,116,20.9,yearly,4,101500,31,339
R022489,2023-04-06,Jumeirah Village Circle,JVC,25.04601,55.19333,apartment,2BR,2,1366,126.9,sea,unfurnished,True,1,Burj Khalifa/Dubai Mall,Red,209,18.69,yearly,1,27200,19,214
R022490,2023-05-26,Dubai Investment Park,DIP,25.00492,55.17359,apartment,1BR,1,662,61.5,golf_course,fully_furnished,False,1,Discovery Gardens,Red,83,23.67,yearly,4,15200,22,247
R022491,2024-09-11,Dubai Islands,Deira Islands,25.2834,55.29814,apartment,3BR,3,2193,203.7,sea,fully_furnished,False,2,Financial Centre,Red,111,9.88,short_term,2,115400,52,566
R022492,2022-06-16,Meydan,Meydan,25.15115,55.3062,apartment,1BR,1,650,60.4,city,unfurnished,False,2,Al Ras,Green,149,6.04,yearly,1,20700,31,343
R022493,2024-01-17,Arabian Ranches 3,Arabian Ranches,25.05045,55.30005,villa,5BR_villa,5,5688,528.4,sea,fully_furnished,True,4,Expo 2020,Red,208,16.52,yearly,2,378800,66,717
R022494,2025-09-10,Karama,Bur Dubai,25.24096,55.31132,apartment,studio,0,457,42.5,sea,unfurnished,True,1,Emirates Towers,Red,45,6.12,yearly,6,8900,19,210
R022495,2022-08-31,The Lakes,Emirates Living,25.06216,55.17838,villa,4BR_villa,4,4180,388.4,marina,fully_furnished,True,2,Burj Khalifa/Dubai Mall,Red,222,17.86,yearly,6,182600,43,470
R022496,2022-06-15,Bukadra,Bukadra,25.17668,55.35634,villa,3BR_villa,3,2839,263.7,sea,semi_furnished,True,2,Mashreq Bank,Red,233,8.55,yearly,2,100000,35,379
R022497,2024-10-01,Dubai Islands,Deira Islands,25.28209,55.30232,apartment,4BR_penthouse,4,2853,265.1,sea,semi_furnished,False,2,Al Ghubaiba,Green,43,9.85,yearly,6,138000,48,520
R022498,2025-10-04,Pearl Jumeira,Jumeirah,25.21457,55.24478,apartment,2BR,2,932,86.6,marina,unfurnished,False,1,Al Qiyadah,Red,157,3.55,yearly,2,69600,74,803
R022499,2021-10-21,Dubai Investment Park,DIP,24.99794,55.18352,apartment,3BR,3,1672,155.3,community,unfurnished,False,1,Dubai Investment Park,Red,18,23.97,yearly,1,13800,8,89
R022500,2024-01-24,The Greens,The Greens,25.09701,55.19654,apartment,1BR,1,976,90.6,city,unfurnished,False,2,Dubai Internet City,Red,4,13.62,yearly,2,31900,32,352
R022501,2023-09-26,Downtown Dubai,Downtown,25.19831,55.27055,apartment,studio,0,653,60.7,park,fully_furnished,False,1,Burj Khalifa/Dubai Mall,Red,4,0.41,yearly,1,37100,56,612
R022502,2025-09-22,Jumeirah 3,Jumeirah,25.21361,55.22382,apartment,1BR,1,769,71.5,community,fully_furnished,True,1,Salah Al Din,Red,144,5.41,yearly,6,41900,54,586
R022503,2022-03-11,Arabian Ranches 2,Arabian Ranches,25.05446,55.2803,villa,4BR_villa,4,3932,365.3,city,unfurnished,True,3,First Abu Dhabi Bank,Red,125,15.88,yearly,6,141400,36,387
R022504,2021-05-03,Mirdif,Mirdif,25.21531,55.38437,villa,3BR_villa,3,2700,250.8,golf_course,fully_furnished,False,2,Al Jadaf,Green,106,11.25,yearly,4,36200,13,144
R022505,2021-01-09,Dubai Marina,Dubai Marina,25.09222,55.13352,apartment,studio,0,466,43.3,sea,fully_furnished,True,2,Al Furjan,Red,72,18.37,yearly,2,19900,42,458
R022506,2025-12-14,Dubai Festival City,Festival City,25.23685,55.34829,apartment,1BR,1,841,78.1,pool,unfurnished,False,1,Al Jadaf,Green,25,8.64,yearly,2,22900,27,294
R022507,2022-10-06,Al Furjan,Al Furjan,25.03166,55.12662,apartment,2BR,2,1534,142.5,park,fully_furnished,True,3,Al Furjan,Red,2,23.67,yearly,1,33800,22,237
R022508,2025-04-09,Downtown Dubai,Downtown,25.19714,55.26613,apartment,3BR,3,1926,178.9,marina,semi_furnished,True,1,Al Jafiliya,Red,51,0.83,yearly,4,130500,67,729
R022509,2023-10-23,Sobha Hartland,MBR City,25.17625,55.30923,apartment,3BR,3,2267,210.6,community,fully_furnished,False,3,Baniyas Square,Red,116,4.21,yearly,12,94000,41,446
R022510,2025-03-26,Palm Jumeirah,Palm Jumeirah,25.10841,55.15203,apartment,2BR,2,1177,109.4,park,unfurnished,True,2,Sharaf DG,Red,63,15.79,yearly,2,102900,87,941
R022511,2021-06-22,DIFC,DIFC,25.20147,55.29204,apartment,2BR,2,1002,93.1,sea,fully_furnished,False,1,Dubai Healthcare City,Green,60,1.84,yearly,1,54900,54,590
R022512,2024-02-19,Al Warqa,Al Warqa,25.19264,55.39892,villa,4BR_villa,4,3379,313.9,community,semi_furnished,False,2,Al Karama,Red,135,12.54,yearly,12,73000,21,232
R022513,2023-10-03,Jumeirah 2,Jumeirah,25.21541,55.24195,apartment,1BR,1,612,56.9,burj_khalifa,unfurnished,True,1,Dubai Healthcare City,Green,99,3.84,yearly,6,41300,67,727
R022514,2022-12-23,Karama,Bur Dubai,25.24532,55.29887,apartment,studio,0,429,39.9,park,semi_furnished,False,1,ADCB,Red,19,5.89,yearly,2,9800,22,246
R022515,2023-06-20,Palm Jumeirah,Palm Jumeirah,25.10807,55.14099,apartment,3BR,3,1834,170.4,sea,fully_furnished,False,1,UAE Pavilion,Red,113,16.69,yearly,12,131300,71,771
R022516,2025-05-06,Arabian Ranches 3,Arabian Ranches,25.06013,55.28305,villa,4BR_villa,4,3532,328.1,burj_khalifa,semi_furnished,True,2,Noor Bank,Red,123,15.27,yearly,2,234100,66,713
R022517,2024-09-13,Arabian Ranches,Arabian Ranches,25.06253,55.2514,villa,5BR_villa,5,5819,540.6,marina,unfurnished,False,3,Dubai Internet City,Red,130,15.15,yearly,12,215100,37,398
R022518,2024-10-07,Discovery Gardens,Discovery Gardens,25.02657,55.16041,apartment,1BR,1,683,63.5,burj_khalifa,unfurnished,False,1,Discovery Gardens,Red,9,22.17,yearly,4,11100,16,175
R022519,2023-08-10,Arabian Ranches,Arabian Ranches,25.05974,55.27915,villa,3BR_villa,3,3616,336.0,community,unfurnished,True,3,Jebel Ali,Red,179,15.29,yearly,12,163200,45,486
R022520,2022-11-03,Bukadra,Bukadra,25.16972,55.33727,villa,4BR_villa,4,4945,459.4,sea,fully_furnished,True,2,Union,Red,120,7.03,yearly,2,161100,32,351
R022521,2021-09-15,Mira,Reem,25.04307,55.25205,villa,3BR_villa,3,2867,266.3,sea,semi_furnished,False,3,Al Furjan,Red,151,17.29,short_term,1,49500,17,186
R022522,2022-01-09,The Greens,The Greens,25.09831,55.17636,apartment,2BR,2,1106,102.7,community,unfurnished,True,2,Dubai Internet City,Red,1,14.77,yearly,2,24600,22,240
R022523,2025-11-09,Karama,Bur Dubai,25.22083,55.3028,apartment,1BR,1,504,46.9,community,fully_furnished,False,1,ADCB,Red,18,3.88,yearly,4,10100,20,217
R022524,2024-05-31,Discovery Gardens,Discovery Gardens,25.04066,55.15119,apartment,1BR,1,640,59.5,community,unfurnished,True,1,Discovery Gardens,Red,9,21.37,yearly,1,11300,17,189
R022525,2024-11-17,Al Mamzar,Al Mamzar,25.30565,55.34667,apartment,studio,0,485,45.1,park,fully_furnished,False,2,Al Nahda,Red,22,14.08,yearly,1,14700,30,326
R022526,2024-07-22,Arabian Ranches 3,Arabian Ranches,25.06298,55.27475,villa,4BR_villa,4,3225,299.6,burj_khalifa,fully_furnished,False,3,Al Nahda (G),Green,339,14.93,yearly,4,199500,61,666
R022527,2023-10-20,World Islands,World Islands,25.23343,55.14808,apartment,2BR,2,967,89.9,sea,fully_furnished,True,1,Dubai Internet City,Red,168,13.33,yearly,1,108500,112,1207
R022528,2024-08-29,World Islands,World Islands,25.21771,55.15465,apartment,3BR,3,1521,141.3,marina,semi_furnished,True,1,Baniyas Square (G),Green,184,12.26,yearly,1,131400,86,930
R022529,2023-06-26,Jumeirah Golf Estates,JGE,25.01851,55.19669,villa,5BR_villa,5,6756,627.6,community,unfurnished,False,2,Jumeirah Golf Estates,Red,25,21.35,yearly,4,218800,32,349
R022530,2024-07-31,Expo City,Dubai South,24.94842,55.13683,apartment,1BR,1,469,43.6,community,fully_furnished,False,1,Expo 2020,Red,7,30.94,short_term,2,11100,23,256
R022531,2025-03-13,Dubailand,Dubailand,25.02157,55.3202,apartment,1BR,1,834,77.5,city,fully_furnished,True,1,World Trade Centre,Red,265,20.07,yearly,2,16800,20,216
R022532,2021-11-10,Dubailand,Dubailand,25.02631,55.30071,apartment,2BR,2,979,90.9,park,fully_furnished,False,2,MRT-1,Red,211,19.19,yearly,6,9200,9,102
R022533,2022-09-20,Deira,Deira,25.27257,55.30431,apartment,3BR,3,1653,153.6,burj_khalifa,semi_furnished,True,1,Union (G),Green,3,8.9,yearly,2,39400,23,256
R022534,2023-11-04,Green Community,DIP,25.00921,55.17157,villa,3BR_villa,3,2930,272.2,golf_course,unfurnished,True,3,Ibn Battuta,Red,87,23.33,yearly,12,62400,21,229
R022535,2025-03-06,Emirates Hills,Emirates Hills,25.03222,55.18652,villa,5BR_villa,5,5329,495.1,community,unfurnished,True,3,Discovery Gardens,Red,33,20.37,yearly,2,349400,65,706
R022536,2025-08-19,Discovery Gardens,Discovery Gardens,25.04052,55.16569,apartment,2BR,2,1067,99.1,city,fully_furnished,False,2,Discovery Gardens,Red,11,20.57,yearly,12,18000,16,182
R022537,2022-03-10,Pearl Jumeira,Jumeirah,25.22162,55.21247,apartment,3BR,3,1879,174.5,community,unfurnished,True,2,Al Jafiliya,Red,56,6.8,yearly,2,91100,48,522
R022538,2021-01-26,Town Square,Nshama,25.01447,55.28102,apartment,2BR,2,1269,117.9,community,fully_furnished,True,1,Dubai Healthcare City,Green,298,20.33,yearly,1,13500,10,115
R022539,2022-01-25,Jumeirah Village Circle,JVC,25.04302,55.21747,apartment,4BR_penthouse,4,2237,207.8,marina,unfurnished,False,1,UAE Pavilion,Red,105,18.08,yearly,6,32700,14,157
R022540,2024-05-18,Palm Jumeirah,Palm Jumeirah,25.10442,55.14301,apartment,studio,0,346,32.1,sea,unfurnished,True,1,Mall of the Emirates,Red,79,16.77,yearly,6,29800,86,928
R022541,2024-08-01,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16985,55.29621,apartment,studio,0,613,57.0,marina,unfurnished,True,2,Mashreq Bank,Red,193,3.75,yearly,4,28700,46,503
R022542,2021-11-09,Dubai Production City,IMPZ,25.02507,55.23796,apartment,2BR,2,1212,112.6,marina,fully_furnished,False,2,Jebel Ali,Red,126,19.49,yearly,2,17400,14,154
R022543,2023-11-29,Jumeirah Park,Emirates Living,25.02588,55.18036,villa,5BR_villa,5,5033,467.6,burj_khalifa,unfurnished,False,3,Al Furjan,Red,46,21.27,yearly,12,287300,57,614
R022544,2025-07-13,Dubai Creek Harbour,Creek,25.1937,55.35447,apartment,1BR,1,934,86.7,pool,semi_furnished,True,1,Baniyas Square,Red,113,8.07,yearly,4,38100,40,440
R022545,2022-07-21,Dubai Production City,IMPZ,25.01445,55.22745,apartment,1BR,1,576,53.5,pool,semi_furnished,False,3,Ibn Battuta,Red,142,20.86,short_term,4,8300,14,156
R022546,2024-07-03,Al Barsha,Al Barsha,25.10667,55.19918,apartment,1BR,1,702,65.2,pool,unfurnished,False,2,Mall of the Emirates,Red,11,12.6,yearly,6,20200,28,310
R022547,2023-08-02,DIFC,DIFC,25.20903,55.27465,apartment,2BR,2,1093,101.5,city,unfurnished,False,2,Financial Centre,Red,5,1.32,yearly,6,81000,74,798
R022548,2021-11-06,Liwan,Dubailand,25.06985,55.30911,apartment,studio,0,404,37.5,community,fully_furnished,True,1,Union,Red,271,14.58,yearly,1,4700,11,125
R022549,2025-07-19,World Islands,World Islands,25.2138,55.17154,apartment,2BR,2,1070,99.4,park,unfurnished,False,1,Sharaf DG,Red,160,10.51,yearly,2,85600,80,861
R022550,2025-12-12,Jumeirah Park,Emirates Living,25.05315,55.17114,villa,5BR_villa,5,6533,607.0,park,fully_furnished,False,2,Sharaf DG,Red,78,19.1,yearly,2,307800,47,507
R022551,2021-12-12,Jumeirah Village Triangle,JVT,25.05428,55.18716,apartment,studio,0,561,52.1,pool,semi_furnished,True,1,Noor Bank,Red,105,18.16,yearly,6,6500,11,124
R022552,2023-12-16,The Views,The Greens,25.10694,55.19085,apartment,2BR,2,1214,112.8,pool,unfurnished,True,1,Union (G),Green,278,13.09,yearly,1,32900,27,292
R022553,2023-04-06,Liwan,Dubailand,25.07582,55.32539,apartment,1BR,1,877,81.5,burj_khalifa,unfurnished,True,3,Financial Centre,Red,203,14.44,yearly,2,14800,16,182
R022554,2023-04-30,Dubai Hills Estate,Mohammed Bin Rashid,25.10387,55.23488,villa,4BR_villa,4,3061,284.4,burj_khalifa,fully_furnished,True,4,Dubai Airport Free Zone,Green,264,11.11,yearly,6,136200,44,479
R022555,2023-09-29,Karama,Bur Dubai,25.23214,55.3078,apartment,2BR,2,1156,107.4,community,unfurnished,False,3,Emirates Towers,Red,45,5.14,yearly,4,15300,13,143
R022556,2024-06-17,Majan,Dubailand,25.07994,55.26878,apartment,3BR,3,2115,196.5,sea,fully_furnished,True,2,Mall of the Emirates,Red,116,13.05,yearly,2,70100,33,357
R022557,2021-11-05,DAMAC Lagoons,Damac,25.05137,55.27602,villa,3BR_villa,3,3131,290.9,park,semi_furnished,False,4,UAE Exchange,Red,254,16.22,yearly,2,70500,22,242
R022558,2025-01-29,The Springs,Emirates Living,25.05091,55.20784,villa,4BR_villa,4,4415,410.1,marina,unfurnished,True,2,UAE Exchange,Red,167,17.59,yearly,1,216900,49,529
R022559,2024-06-26,Maritime City,Maritime City,25.26111,55.2488,apartment,2BR,2,1081,100.4,park,semi_furnished,True,1,Al Jadaf,Green,108,7.56,yearly,1,45900,42,457
R022560,2024-11-07,The Springs,Emirates Living,25.04627,55.20655,villa,5BR_villa,5,5921,550.1,city,fully_furnished,True,3,Jebel Ali,Red,83,18.12,yearly,4,323000,54,587
R022561,2024-04-05,Palm Jumeirah,Palm Jumeirah,25.13064,55.13038,apartment,2BR,2,1483,137.7,community,fully_furnished,False,1,Dubai Internet City,Red,46,16.27,yearly,4,132100,89,959
R022562,2026-02-12,Dubai Sports City,Dubai Sports City,25.04277,55.21107,apartment,2BR,2,1041,96.7,burj_khalifa,fully_furnished,True,2,Salah Al Din (G),Green,340,18.32,short_term,1,27600,26,286
R022563,2026-03-17,Emirates Hills,Emirates Hills,25.04941,55.15862,villa,5BR_villa,5,5988,556.3,community,semi_furnished,False,3,Dubai Internet City,Red,69,20.15,yearly,6,561400,93,1009
R022564,2023-09-04,Sustainable City,Sustainable City,24.98132,55.25088,villa,5BR_villa,5,5758,534.9,park,fully_furnished,False,2,BurJuman,Red,367,24.12,yearly,4,211300,36,395
R022565,2021-07-16,The Views,The Greens,25.10473,55.16445,apartment,1BR,1,851,79.1,city,semi_furnished,True,2,Dubai Internet City,Red,5,15.11,yearly,2,21100,24,266
R022566,2025-10-08,Palm Jumeirah,Palm Jumeirah,25.1116,55.14275,apartment,1BR,1,487,45.2,community,fully_furnished,False,2,Sharaf DG,Red,62,16.31,yearly,1,39500,81,873
R022567,2022-11-15,Arabian Ranches 3,Arabian Ranches,25.05088,55.28607,villa,3BR_villa,3,1942,180.4,city,fully_furnished,True,2,UAE Exchange,Red,277,16.31,yearly,4,74100,38,411
R022568,2022-04-01,Tilal Al Ghaf,Tilal Al Ghaf,25.02519,55.26325,villa,4BR_villa,4,4127,383.4,community,fully_furnished,True,3,UAE Pavilion,Red,162,19.16,yearly,1,83800,20,219
R022569,2021-01-28,Umm Suqeim,Jumeirah,25.16157,55.20337,villa,4BR_villa,4,4195,389.7,golf_course,fully_furnished,True,3,Dubai Internet City,Red,73,8.17,yearly,4,154900,36,397
R022570,2025-03-14,Pearl Jumeira,Jumeirah,25.22832,55.24484,apartment,4BR_penthouse,4,1814,168.5,city,unfurnished,True,2,Al Jadaf,Green,113,4.56,short_term,6,133100,73,790
R022571,2024-10-10,Dubai Islands,Deira Islands,25.2864,55.32633,villa,5BR_villa,5,5649,524.8,burj_khalifa,fully_furnished,True,2,Salah Al Din,Red,19,11.21,yearly,2,408200,72,778
R022572,2022-01-06,Jumeirah Village Circle,JVC,25.06657,55.22388,apartment,2BR,2,1353,125.7,marina,fully_furnished,False,1,Dubai Internet City,Red,79,15.39,yearly,12,19700,14,157
R022573,2022-08-31,Dubai Harbour,Dubai Marina,25.09093,55.15269,apartment,4BR_penthouse,4,2911,270.4,community,fully_furnished,True,1,Mashreq Bank,Red,33,17.02,yearly,6,167100,57,618
R022574,2025-08-13,Living Legends,Dubailand,25.0811,55.31873,apartment,1BR,1,451,41.9,city,semi_furnished,False,2,Al Qusais,Green,292,13.66,yearly,2,8800,19,209
R022575,2021-02-25,Dubai Harbour,Dubai Marina,25.08616,55.14039,apartment,4BR_penthouse,4,5366,498.5,sea,semi_furnished,True,1,Mashreq Bank,Red,34,18.29,yearly,1,274100,51,550
R022576,2025-08-13,The Meadows,Emirates Living,25.06591,55.17921,villa,6BR_villa,6,7322,680.3,sea,fully_furnished,False,2,Jumeirah Golf Estates,Red,40,17.46,yearly,12,424800,58,624
R022577,2022-06-15,Sustainable City,Sustainable City,24.98017,55.28531,villa,4BR_villa,4,4080,379.0,pool,fully_furnished,True,3,Expo 2020,Red,164,24.16,yearly,6,79300,19,209
R022578,2026-01-12,Azizi Riviera,MBR City,25.17919,55.3081,apartment,3BR,3,1710,158.8,community,fully_furnished,True,1,ADCB,Red,115,3.94,yearly,2,55500,32,350
R022579,2022-05-13,Jumeirah Islands,Emirates Living,25.04954,55.17092,villa,6BR_villa,6,7488,695.7,park,unfurnished,True,3,Dubai Internet City,Red,69,19.45,short_term,1,256400,34,369
R022580,2022-07-20,Jumeirah Lake Towers,JLT,25.05749,55.13537,apartment,1BR,1,800,74.3,community,semi_furnished,False,2,MRT-1,Red,49,20.91,yearly,1,18600,23,250
R022581,2024-07-14,Jumeirah Beach Residence,Dubai Marina,25.07111,55.13214,apartment,studio,0,354,32.9,city,unfurnished,True,1,Jebel Ali,Red,102,20.04,yearly,12,14300,40,435
R022582,2026-02-15,Jumeirah Beach Residence,Dubai Marina,25.08894,55.16702,apartment,3BR,3,1904,176.9,city,unfurnished,False,1,MRT-1,Red,59,16.18,short_term,1,106600,56,603
R022583,2025-07-22,Green Community,DIP,25.0017,55.16321,villa,4BR_villa,4,4284,398.0,city,unfurnished,True,3,Danube,Red,65,24.45,yearly,2,119400,27,300
R022584,2024-12-26,Motor City,Motor City,25.05006,55.24083,apartment,studio,0,557,51.8,pool,fully_furnished,True,1,Sharaf DG,Red,103,16.71,yearly,2,13500,24,261
R022585,2025-03-12,Jumeirah 2,Jumeirah,25.22617,55.28211,apartment,1BR,1,632,58.7,park,fully_furnished,True,2,First Abu Dhabi Bank,Red,115,3.31,yearly,4,29300,46,499
R022586,2024-07-29,Arabian Ranches,Arabian Ranches,25.04151,55.25766,villa,3BR_villa,3,3542,329.1,community,unfurnished,True,3,Jumeirah Golf Estates,Red,124,17.39,yearly,6,129600,36,394
R022587,2023-03-20,The Views,The Greens,25.1002,55.19141,apartment,1BR,1,725,67.4,community,unfurnished,True,1,Mashreq Bank,Red,11,13.64,yearly,4,25200,34,374
R022588,2021-06-03,Dubai Sports City,Dubai Sports City,25.04038,55.2157,apartment,3BR,3,1425,132.4,park,semi_furnished,True,1,First Abu Dhabi Bank,Red,131,18.41,yearly,2,16900,11,128
R022589,2026-02-01,Dubai Hills Estate,Mohammed Bin Rashid,25.10908,55.24758,apartment,4BR_penthouse,4,3545,329.3,sea,fully_furnished,True,1,Mall of the Emirates,Red,55,10.16,short_term,2,142300,40,432
R022590,2025-03-01,Damac Hills 2,Damac Hills,24.94741,55.30395,villa,4BR_villa,4,3632,337.4,community,fully_furnished,True,2,BurJuman,Red,389,27.93,yearly,1,93900,25,278
R022591,2023-12-05,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15647,55.3063,apartment,2BR,2,864,80.2,city,fully_furnished,True,1,World Trade Centre,Red,90,5.55,yearly,2,48300,55,602
R022592,2025-05-18,Dubai Hills Estate,Mohammed Bin Rashid,25.10778,55.24755,apartment,2BR,2,1318,122.4,burj_khalifa,semi_furnished,False,1,Noor Bank,Red,35,10.3,yearly,4,52400,39,428
R022593,2023-06-08,Dubai Studio City,Dubai Studio City,25.03533,55.23229,apartment,3BR,3,1415,131.5,marina,fully_furnished,True,1,Jumeirah Golf Estates,Red,75,18.49,yearly,2,25100,17,191
